run_name,experiment,split,gold,pred,count,rate_within_gold,gold_support
recon_full_comp_nonword_only_seed3407,unknown,test_real,[* m:++ed:i],[* m:++ed:i],1,0.5,2
recon_full_comp_nonword_only_seed3407,unknown,test_real,[* m:++ed:i],[* m:++ed],1,0.5,2
recon_full_comp_nonword_only_seed3407,unknown,test_real,[* m:++ed],[* m:++ed],1,1.0,1
recon_full_comp_nonword_only_seed3407,unknown,test_real,[* m:+ed],<none>,1,1.0,1
recon_full_comp_nonword_only_seed3407,unknown,test_real,[* m:03s:a],[* s:r:prep],1,0.041667,24
recon_full_comp_nonword_only_seed3407,unknown,test_real,[* m:03s:a],<none>,1,0.041667,24
recon_full_comp_nonword_only_seed3407,unknown,test_real,[* m:0ed],[* m:03s:a],1,1.0,1
recon_full_comp_nonword_only_seed3407,unknown,test_real,[* m:0ing],<none>,1,1.0,1
recon_full_comp_nonword_only_seed3407,unknown,test_real,[* m:0s:a],[* m:03s:a],1,1.0,1
recon_full_comp_nonword_only_seed3407,unknown,test_real,[* m:=ed],[* m:base:ed],1,0.038462,26
recon_full_comp_nonword_only_seed3407,unknown,test_real,[* m:base:ed],<none>,1,0.5,2
recon_full_comp_nonword_only_seed3407,unknown,test_real,[* m:base:ed],[* m:base:ed],1,0.5,2
recon_full_comp_nonword_only_seed3407,unknown,test_real,[* m:vsg:a],[* m:vsg:a],1,0.5,2
recon_full_comp_nonword_only_seed3407,unknown,test_real,[* m:vun:a],[* m:vun:a],1,1.0,1
recon_full_comp_nonword_only_seed3407,unknown,test_real,[* s:r:der],[* m:03s:a],1,1.0,1
recon_full_comp_nonword_only_seed3407,unknown,test_real,[* s:r:gc:pro],[* m:+3s:a],1,0.111111,9
recon_full_comp_nonword_only_seed3407,unknown,holdout_generalization,[* m:++er],[* m:base:er],151,0.993421,152
recon_full_comp_nonword_only_seed3407,unknown,holdout_generalization,[* m:++est],[* m:base:est],144,1.0,144
recon_full_comp_nonword_only_seed3407,unknown,holdout_generalization,[* m:0er],<none>,128,0.882759,145
recon_full_comp_nonword_only_seed3407,unknown,holdout_generalization,[* m:0est],<none>,113,0.753333,150
recon_full_comp_nonword_only_seed3407,unknown,holdout_generalization,[* m:0est],[* m:base:est],22,0.146667,150
recon_full_comp_nonword_only_seed3407,unknown,holdout_generalization,[* m:0est],[* s:r:der],13,0.086667,150
recon_full_comp_nonword_only_seed3407,unknown,holdout_generalization,[* m:0er],[* s:r:prep],7,0.048276,145
recon_full_comp_nonword_only_seed3407,unknown,holdout_generalization,[* m:0er],[* m:base:er],7,0.048276,145
recon_full_comp_nonword_only_seed3407,unknown,holdout_generalization,[* m:0er],[* m:base:s],2,0.013793,145
recon_full_comp_nonword_only_seed3407,unknown,holdout_generalization,[* m:0est],[* s:r:prep],2,0.013333,150
recon_full_comp_nonword_only_seed3407,unknown,holdout_generalization,[* m:++er],<none>,1,0.006579,152
recon_full_comp_nonword_only_seed3407,unknown,holdout_generalization,[* m:0er],[* s:r:der],1,0.006897,145
