row_id,split,source_group,error_count,trace_ambiguous,tags
9204,train,synthetic,1,False,[* s:r:gc:pro]
4490,train,synthetic,0,False,
91,train,synthetic,1,False,[* m:+ed]
7142,train,synthetic,1,False,[* m:0's]
3359,train,TD,0,False,
1895,train,TD,1,False,[* m:03s:a]
5433,train,TD,0,False,
2229,train,TD,0,False,
6857,train,synthetic,1,False,[* s:r:gc:det]
4951,train,DLD,0,False,
216,train,synthetic,1,False,[* m:base:ed]
8748,train,synthetic,1,False,[* m:++ed]
8831,train,synthetic,1,False,[* s:r:prep]
9077,train,synthetic,1,False,[* m:sub:en]
9563,train,synthetic,1,False,[* m:base:s]
3520,train,TD,0,False,
520,train,synthetic,0,False,
7390,train,synthetic,1,False,[* m:=en]
1912,train,TD,1,False,[* s:r:der]
58,train,synthetic,1,False,[* m:+ed]
10155,train,synthetic,1,False,[* m:0ing]
2353,train,TD,0,False,
425,train,synthetic,1,False,[* m:irr:ed]
6912,train,synthetic,2,False,[* m:0s:a]|[* m:03s:a]
7399,train,synthetic,1,False,[* m:=en]
2060,train,TD,0,False,
8886,train,synthetic,1,False,[* m:base:er]
9143,train,synthetic,1,False,[* m:++ed:i]
8440,train,synthetic,1,False,[* m:++s]
9311,train,synthetic,1,False,[* m:++en:i]
5333,train,TD,0,False,
79,train,synthetic,1,False,[* m:+ed]
457,train,synthetic,1,False,[* m:vsg:a]
106,train,synthetic,1,False,[* m:+3s]
7708,train,synthetic,1,False,[* m:+ed]
1579,train,synthetic,1,False,[* m:+3s]
9211,train,synthetic,1,False,[* m:++en:i]
4877,train,TD,0,False,
3784,train,TD,0,False,
9559,train,synthetic,1,False,[* m:base:s]
8450,train,synthetic,1,False,[* m:++s]
10499,train,synthetic,1,False,[* m:=en]
255,train,synthetic,1,False,[* m:+ing]
1235,train,synthetic,1,False,[* m:base:est]
7008,train,synthetic,1,False,[* m:++ed:i]
8138,train,synthetic,1,False,[* m:irr:en]
5636,train,DLD,0,False,
6081,train,TD,0,False,
9424,train,synthetic,1,False,[* m:irr:s]
6794,train,synthetic,1,False,[* m:base:en]
3130,train,synthetic,0,False,
814,train,synthetic,1,False,[* m:++s:i]
9787,train,synthetic,1,False,[* m:vun:a]
639,train,synthetic,0,False,
6781,train,TD,0,False,
10438,train,synthetic,1,False,[* m:+en]
3926,train,synthetic,0,False,
2633,train,TD,0,False,
5359,train,TD,0,False,
7930,train,synthetic,1,False,[* m:base:ed]
379,train,synthetic,1,False,[* m:allo]
9081,train,synthetic,1,False,[* m:sub:en]
3252,train,TD,0,False,
8257,train,synthetic,1,False,[* m:irr:ed]
8739,train,synthetic,1,False,[* m:++ed]
9552,train,synthetic,1,False,[* m:=s]
4123,train,DLD,0,False,
894,train,synthetic,1,False,[* m:++s:i]
9027,train,synthetic,1,False,[* m:0s:a]
8153,train,synthetic,1,False,[* m:irr:en]
6760,train,DLD,0,False,
9798,train,synthetic,1,False,[* m:vun:a]
3506,train,TD,0,False,
660,train,synthetic,1,False,[* s:r:der]
9137,train,synthetic,1,False,[* m:++ed:i]
4158,train,TD,0,False,
9749,train,synthetic,1,False,[* m:vun:a]
3125,train,synthetic,0,False,
7260,train,synthetic,1,False,[* m:=s]
9149,train,synthetic,1,False,[* s:r:gc:pro]
2709,train,TD,0,False,
5477,train,synthetic,0,False,
6825,train,synthetic,1,False,[* m:base:en]
9412,train,synthetic,1,False,[* m:irr:s]
6973,train,synthetic,1,False,[* m:sub:en]
164,train,synthetic,1,False,[* m:+3s:a]
5134,train,TD,0,False,
5467,train,TD,0,False,
7110,train,synthetic,1,False,[* m:++en:i]
45,train,synthetic,1,False,[* m:irr:en]
7990,train,synthetic,1,False,[* m:base:ed]
4735,train,TD,0,False,
9335,train,synthetic,1,False,[* m:0's]
3968,train,DLD,0,False,
6969,train,synthetic,1,False,[* m:sub:en]
1441,train,synthetic,1,False,[* m:0ing]
2918,train,TD,0,False,
2629,train,TD,0,True,
1547,train,TD,1,False,[* m:=ed]
870,train,synthetic,1,False,[* m:++s:i]
7423,train,synthetic,1,False,[* m:=en]
6485,train,TD,0,False,
7468,train,synthetic,1,False,[* m:0ed]
5488,train,TD,0,False,
115,train,synthetic,1,False,[* m:+3s]
5056,train,TD,0,False,
5021,train,TD,0,False,
1121,train,synthetic,1,False,[* s:r:prep]
945,train,synthetic,1,False,[* s:r:gc:det]
8717,train,synthetic,1,False,[* m:++ed]
8098,train,synthetic,1,False,[* s:r:der]
3974,train,TD,0,False,
8434,train,synthetic,1,False,[* m:++s]
8755,train,synthetic,1,False,[* m:++ed]
7931,train,synthetic,1,False,[* m:base:ed]
2532,train,TD,1,False,[* m:03s:a]
7634,train,synthetic,1,False,[* m:sub:ed]
612,train,synthetic,1,False,[* m:0ing]
8086,train,synthetic,1,False,[* s:r:der]
6797,train,synthetic,1,False,[* m:base:en]
10245,train,synthetic,1,False,[* m:sub:ed]
10313,train,synthetic,1,False,[* m:+ing]
4058,train,TD,0,False,
9058,train,synthetic,1,False,[* m:sub:en]
7287,train,synthetic,1,False,[* m:=s]
8266,train,synthetic,1,False,[* m:irr:ed]
9286,train,synthetic,1,False,[* m:++en:i]
8365,train,synthetic,1,False,[* m:++s:i]
1929,train,TD,1,False,[* m:=ed]
4458,train,TD,0,False,
490,train,synthetic,1,False,[* s:r:gc:pro]
6782,train,DLD,0,False,
8399,train,synthetic,1,False,[* m:++s:i]
2944,train,TD,0,False,
445,train,synthetic,1,False,[* m:irr:ed]
8389,train,synthetic,1,False,[* m:++s:i]
9201,train,synthetic,1,False,[* s:r:gc:pro]
2592,train,synthetic,0,False,
4034,train,DLD,0,False,
9537,train,synthetic,1,False,[* m:=s]
1848,train,synthetic,1,False,[* m:allo]
6836,train,synthetic,1,False,[* m:base:en]
7255,train,synthetic,1,False,[* m:=s]
1065,train,synthetic,1,False,[* m:++ed]
889,train,synthetic,1,False,[* m:++s]
8222,train,synthetic,1,False,[* m:irr:en]
131,train,synthetic,1,False,[* m:+3s]
7081,train,synthetic,1,False,[* s:r:gc:pro]
3332,train,TD,0,False,
7808,train,synthetic,1,False,[* m:+3s]
287,train,synthetic,1,False,[* m:+ing]
9020,train,synthetic,1,False,[* m:0s:a]
1214,train,synthetic,1,False,[* m:base:est]
228,train,synthetic,1,False,[* m:base:ed]
8298,train,synthetic,1,False,[* m:irr:ed]
8435,train,synthetic,1,False,[* m:++s]
1164,train,synthetic,1,False,[* m:base:est]
6084,train,TD,0,False,
858,train,synthetic,1,False,[* m:++s]
6453,train,TD,0,False,
8805,train,synthetic,1,False,[* s:r:prep]
9832,train,synthetic,2,False,[* m:vsg:a]|[* m:sub:en]
8800,train,synthetic,1,False,[* s:r:prep]
10519,train,synthetic,1,False,[* m:=en]
1161,train,synthetic,1,False,[* m:base:est]
9225,train,synthetic,1,False,[* m:++en:i]
1243,train,synthetic,1,False,[* m:base:er]
8336,train,synthetic,1,False,[* m:++s:i]
4710,train,DLD,0,False,
1138,train,synthetic,1,False,[* s:r:prep]
3547,train,synthetic,0,False,
203,train,synthetic,1,False,[* m:base:ed]
6436,train,TD,0,False,
8845,train,synthetic,1,False,[* s:r:prep]
2932,train,TD,0,False,
10273,train,synthetic,1,False,[* m:sub:ed]
413,train,synthetic,1,False,[* m:irr:ed]
5920,train,TD,0,False,
295,train,synthetic,1,False,[* m:+ing]
1097,train,synthetic,1,False,[* m:++ed]
7243,train,synthetic,1,False,[* m:=s]
10530,train,synthetic,1,False,[* m:=en]
10384,train,synthetic,1,False,[* m:+en]
10228,train,synthetic,1,False,[* m:sub:ed]
3746,train,TD,0,False,
10454,train,synthetic,1,False,[* m:+en]
1666,train,TD,1,False,[* m:03s:a]
7191,train,synthetic,1,False,[* m:irr:s]
3030,train,TD,0,False,
10297,train,synthetic,1,False,[* m:+ing]
9474,train,synthetic,1,False,[* m:irr:s]
9269,train,synthetic,1,False,[* m:++en:i]
8882,train,synthetic,1,False,[* m:base:er]
8594,train,synthetic,1,False,[* m:+s:a]
9418,train,synthetic,1,False,[* m:irr:s]
2386,train,TD,0,False,
763,train,synthetic,1,False,[* m:vsg:a]
2340,train,synthetic,0,False,
6958,train,synthetic,1,False,[* m:sub:en]
7917,train,synthetic,1,False,[* m:+3s:a]
8925,train,synthetic,1,False,[* m:base:est]
7872,train,synthetic,1,False,[* m:+3s]
2581,train,TD,0,False,
10464,train,synthetic,1,False,[* m:+en]
10495,train,synthetic,1,False,[* m:=en]
5977,train,TD,0,False,
6593,train,TD,0,False,
8862,train,synthetic,1,False,[* m:base:er]
8166,train,synthetic,1,False,[* m:irr:en]
1185,train,synthetic,1,False,[* m:base:est]
9103,train,synthetic,1,False,[* m:++ed:i]
9791,train,synthetic,1,False,[* m:vun:a]
8888,train,synthetic,1,False,[* m:base:er]
7166,train,synthetic,1,False,[* m:0's]
9062,train,synthetic,1,False,[* m:sub:en]
6711,train,TD,0,False,
9400,train,synthetic,1,False,[* m:0's]
4703,train,DLD,0,False,
8720,train,synthetic,1,False,[* m:++ed]
410,train,synthetic,1,False,[* m:irr:ed]
10268,train,synthetic,1,False,[* m:sub:ed]
5178,train,TD,0,False,
8982,train,synthetic,1,False,[* m:base:en]
10175,train,synthetic,1,False,[* m:0ing]
5756,train,TD,0,False,
6672,train,TD,0,False,
9574,train,synthetic,1,False,[* m:base:s]
3065,train,TD,0,False,
7844,train,synthetic,1,False,[* m:+3s]
10271,train,synthetic,1,False,[* m:sub:ed]
8408,train,synthetic,1,False,[* m:++s:i]
3114,train,synthetic,0,False,
10476,train,synthetic,1,False,[* m:+en]
3007,train,synthetic,0,False,
134,train,synthetic,1,False,[* m:+3s]
2687,train,TD,0,False,
9202,train,synthetic,1,False,[* s:r:gc:pro]
1770,train,synthetic,1,False,[* m:irr:ed]
1148,train,synthetic,1,False,[* s:r:prep]
9492,train,synthetic,1,False,[* m:irr:s]
7120,train,synthetic,1,False,[* m:++en:i]
9526,train,synthetic,1,False,[* m:=s]
7916,train,synthetic,1,False,[* m:+3s:a]
1497,train,synthetic,1,False,[* m:vun:a]
6684,train,TD,0,False,
5357,train,TD,0,False,
1877,train,DLD,1,False,[* m:=ed]
8858,train,synthetic,1,False,[* m:base:er]
1544,train,synthetic,0,False,
9721,train,synthetic,1,False,[* m:vun:a]
8937,train,synthetic,1,False,[* m:base:est]
9451,train,synthetic,1,False,[* m:irr:s]
1357,train,synthetic,1,False,[* m:++ed]
9885,train,synthetic,1,False,[* m:vun:a]
6777,train,TD,0,False,
7908,train,synthetic,1,False,[* m:+3s:a]
4216,train,TD,0,False,
9007,train,synthetic,1,False,[* m:0s:a]
592,train,synthetic,1,False,[* m:0ing]
6127,train,DLD,0,False,
5338,train,DLD,0,False,
968,train,synthetic,1,False,[* m:+s:a]
2988,train,synthetic,0,False,
8814,train,synthetic,1,False,[* s:r:prep]
979,train,synthetic,1,False,[* m:+s:a]
10316,train,synthetic,1,False,[* m:+ing]
9127,train,synthetic,1,False,[* m:++ed:i]
77,train,synthetic,1,False,[* m:+ed]
6877,train,synthetic,1,False,[* s:r:gc:det]
989,train,synthetic,1,False,[* m:+s:a]
1170,train,synthetic,1,False,[* m:base:er]
7089,train,synthetic,1,False,[* m:++en:i]
7923,train,synthetic,1,False,[* m:+3s:a]
991,train,synthetic,1,False,[* m:+s:a]
9527,train,synthetic,1,False,[* m:=s]
1476,train,TD,1,False,[* m:allo]
7688,train,synthetic,1,False,[* m:irr:en]
7288,train,synthetic,1,False,[* m:base:s]
6985,train,synthetic,1,False,[* m:sub:en]
6926,train,synthetic,1,False,[* m:0s:a]
720,train,synthetic,1,False,[* m:vsg:a]
234,train,synthetic,1,False,[* m:base:ed]
3765,train,DLD,0,False,
9864,train,synthetic,1,False,[* m:vun:a]
7668,train,synthetic,1,False,[* m:irr:en]
4513,train,TD,0,False,
7880,train,synthetic,1,False,[* m:+3s:a]
4100,train,TD,0,False,
1444,train,DLD,1,False,[* m:=ed]
7742,train,synthetic,1,False,[* m:+ed]
6837,train,synthetic,1,False,[* m:base:en]
8110,train,synthetic,1,False,[* s:r:der]
8380,train,synthetic,1,False,[* m:++s:i]
7749,train,synthetic,1,False,[* m:+ed]
1296,train,TD,1,False,[* m:=ed]
6075,train,synthetic,0,False,
157,train,synthetic,1,False,[* m:+3s:a]
6650,train,DLD,0,False,
147,train,synthetic,1,False,[* m:+3s]
5459,train,synthetic,0,False,
9410,train,synthetic,1,False,[* m:irr:s]
2356,train,TD,0,False,
9280,train,synthetic,1,False,[* m:++en:i]
4021,train,DLD,0,False,
1853,train,TD,1,False,[* m:=ed]
728,train,synthetic,1,False,[* m:vsg:a]
7849,train,synthetic,1,False,[* m:+3s]
2949,train,synthetic,0,False,
10272,train,synthetic,1,False,[* m:sub:ed]
9428,train,synthetic,1,False,[* m:irr:s]
7705,train,synthetic,1,False,[* m:+ed]
6959,train,synthetic,2,False,[* m:vun:a]|[* m:sub:en]
1002,train,synthetic,1,False,[* m:+s:a]
8707,train,synthetic,1,False,[* m:++ed]
8904,train,synthetic,1,False,[* m:base:est]
8912,train,synthetic,1,False,[* m:base:est]
9406,train,synthetic,1,False,[* m:0's]
10300,train,synthetic,1,False,[* m:+ing]
10188,train,synthetic,1,False,[* m:0ing]
5588,train,TD,0,False,
960,train,synthetic,1,False,[* m:+s:a]
3690,train,DLD,0,False,
3454,train,TD,0,False,
8970,train,synthetic,1,False,[* m:base:en]
244,train,synthetic,1,False,[* m:03s:a]
7202,train,synthetic,1,False,[* m:irr:s]
642,train,synthetic,0,False,
9903,train,synthetic,1,False,[* m:0ed]
4412,train,TD,0,False,
7443,train,synthetic,1,False,[* m:0ed]
7765,train,synthetic,1,False,[* m:+ed]
7920,train,synthetic,1,False,[* m:+3s:a]
8602,train,synthetic,1,False,[* m:+s:a]
5444,train,TD,0,False,
7775,train,synthetic,1,False,[* m:+ed]
6484,train,synthetic,0,False,
6214,train,DLD,0,False,
3694,train,TD,0,False,
8106,train,synthetic,1,False,[* s:r:der]
5137,train,TD,0,False,
1460,train,TD,1,False,[* m:allo]
1662,train,TD,1,False,[* m:++ed:i]
3778,train,TD,0,False,
7972,train,synthetic,1,False,[* m:base:ed]
6799,train,synthetic,1,False,[* m:base:en]
7167,train,synthetic,1,False,[* m:0's]
4933,train,synthetic,0,False,
4832,train,DLD,1,False,[* m:03s:a]
5544,train,TD,0,False,
9315,train,synthetic,1,False,[* m:++en:i]
8957,train,synthetic,1,False,[* m:base:en]
6961,train,synthetic,1,False,[* m:sub:en]
9055,train,synthetic,1,False,[* m:sub:en]
4663,train,TD,0,False,
1264,train,synthetic,1,False,[* m:0s:a]
6897,train,synthetic,1,False,[* m:0s:a]
10443,train,synthetic,1,False,[* m:+en]
2909,train,TD,0,False,
6156,train,TD,0,False,
3870,train,DLD,0,False,
3806,train,TD,0,False,
9416,train,synthetic,1,False,[* m:irr:s]
7457,train,synthetic,1,False,[* m:0ed]
9932,train,synthetic,1,False,[* m:0ed]
9345,train,synthetic,1,False,[* m:0's]
5216,train,TD,0,False,
155,train,synthetic,1,False,[* m:+3s:a]
7470,train,synthetic,1,False,[* m:0ed]
585,train,synthetic,1,False,[* m:0ing]
7592,train,synthetic,1,False,[* m:sub:ed]
7216,train,synthetic,1,False,[* m:irr:s]
217,train,synthetic,1,False,[* m:03s:a]
1208,train,synthetic,1,False,[* m:base:er]
10426,train,synthetic,1,False,[* m:+en]
8306,train,synthetic,1,False,[* m:++s]
2472,train,TD,0,False,
472,train,synthetic,2,False,[* s:r:der]|[* m:0ing]
7459,train,synthetic,1,False,[* m:0ed]
5220,train,TD,0,False,
5476,train,TD,0,False,
9389,train,synthetic,1,False,[* m:0's]
9725,train,synthetic,1,False,[* m:vun:a]
8984,train,synthetic,1,False,[* m:base:en]
8769,train,synthetic,1,False,[* s:r:prep]
1894,train,TD,1,False,[* m:vsg:a]
8425,train,synthetic,1,False,[* m:++s]
8122,train,synthetic,1,False,[* m:irr:en]
7238,train,synthetic,1,False,[* m:=s]
10524,train,synthetic,1,False,[* m:=en]
1305,train,synthetic,1,False,[* m:++ed]
6968,train,synthetic,1,False,[* m:sub:en]
9524,train,synthetic,1,False,[* m:=s]
162,train,synthetic,1,False,[* m:+3s:a]
8993,train,synthetic,1,False,[* m:0s:a]
6943,train,synthetic,1,False,[* m:sub:en]
57,train,synthetic,1,False,[* m:+ed]
10422,train,synthetic,1,False,[* m:+en]
7821,train,synthetic,1,False,[* m:+3s]
4451,train,DLD,0,False,
3535,train,TD,0,False,
9096,train,synthetic,1,False,[* m:++ed:i]
7736,train,synthetic,1,False,[* m:+ed]
3010,train,TD,0,False,
6013,train,TD,0,False,
8770,train,synthetic,1,False,[* s:r:prep]
8884,train,synthetic,1,False,[* m:base:er]
390,train,synthetic,1,False,[* m:allo]
1251,train,synthetic,1,False,[* m:base:er]
5605,train,TD,0,False,
972,train,synthetic,1,False,[* m:+s:a]
2868,train,TD,0,True,
1226,train,synthetic,1,False,[* m:base:est]
7388,train,synthetic,1,False,[* m:=en]
448,train,synthetic,1,False,[* m:irr:ed]
9122,train,synthetic,1,False,[* m:++ed:i]
6324,train,TD,0,False,
8420,train,synthetic,1,False,[* m:++s]
3336,train,TD,0,False,
937,train,synthetic,1,False,[* s:r:gc:det]
8542,train,synthetic,1,False,[* s:r:gc:det]
6720,train,TD,0,False,
8307,train,synthetic,1,False,[* m:++s]
9512,train,synthetic,1,False,[* m:=s]
9585,train,synthetic,1,False,[* m:base:s]
8764,train,synthetic,1,False,[* s:r:prep]
352,train,synthetic,1,False,[* m:allo]
8876,train,synthetic,1,False,[* m:base:er]
8490,train,synthetic,1,False,[* s:r:gc:det]
4,train,synthetic,1,False,[* m:irr:en]
9776,train,synthetic,1,False,[* m:vun:a]
5654,train,TD,0,False,
752,train,synthetic,1,False,[* m:vun:a]
977,train,synthetic,1,False,[* m:+s:a]
7404,train,synthetic,1,False,[* m:=en]
9470,train,synthetic,1,False,[* m:irr:s]
2834,train,TD,0,False,
6746,train,TD,0,False,
300,train,synthetic,1,False,[* m:+ing]
6798,train,synthetic,1,False,[* m:base:en]
4891,train,synthetic,0,False,
9040,train,synthetic,1,False,[* m:0s:a]
2328,train,TD,0,False,
8560,train,synthetic,1,False,[* m:+s:a]
10298,train,synthetic,1,False,[* m:+ing]
9893,train,synthetic,1,False,[* m:0ed]
1209,train,synthetic,1,False,[* m:base:er]
9037,train,synthetic,1,False,[* m:0s:a]
9766,train,synthetic,1,False,[* m:vsg:a]
5158,train,TD,0,False,
1675,train,DLD,1,False,[* s:r:prep]
10233,train,synthetic,1,False,[* m:sub:ed]
8891,train,synthetic,1,False,[* m:base:er]
1509,train,TD,2,False,[* m:=ed]|[* m:=ed]
6568,train,TD,0,False,
730,train,synthetic,1,False,[* m:vsg:a]
1398,train,TD,1,False,[* m:03s:a]
850,train,synthetic,1,False,[* m:++s]
7593,train,synthetic,1,False,[* m:sub:ed]
5651,train,TD,0,False,
9913,train,synthetic,1,False,[* m:0ed]
4791,train,synthetic,0,False,
1215,train,synthetic,1,False,[* m:base:est]
10515,train,synthetic,1,False,[* m:=en]
7319,train,synthetic,1,False,[* m:base:s]
1317,train,TD,1,False,[* s:r:prep]
4372,train,TD,0,False,
51,train,synthetic,1,False,[* m:+ed]
371,train,synthetic,1,False,[* m:allo]
1242,train,synthetic,1,False,[* m:base:est]
95,train,synthetic,1,False,[* m:+ed]
8264,train,synthetic,1,False,[* m:irr:ed]
6910,train,synthetic,1,False,[* m:0s:a]
1411,train,TD,1,False,[* m:+3s]
7430,train,synthetic,1,False,[* m:=en]
2779,train,synthetic,0,False,
9853,train,synthetic,1,False,[* m:vun:a]
7714,train,synthetic,1,False,[* m:+ed]
1639,train,TD,1,False,[* m:allo]
1303,train,TD,1,False,[* m:=ed]
3952,train,TD,0,False,
1374,train,TD,1,False,[* m:vsg:a]
7652,train,synthetic,1,False,[* m:irr:en]
3471,train,synthetic,0,False,
9754,train,synthetic,1,False,[* m:vun:a]
10423,train,synthetic,1,False,[* m:+en]
1244,train,synthetic,1,False,[* m:base:est]
2132,train,TD,0,False,
2136,train,TD,0,False,
9089,train,synthetic,1,False,[* m:sub:en]
1776,train,TD,1,False,[* m:=ed]
5755,train,TD,0,False,
8089,train,synthetic,1,False,[* s:r:der]
927,train,synthetic,1,False,[* s:r:gc:det]
5711,train,TD,0,False,
8326,train,synthetic,1,False,[* m:++s:i]
9044,train,synthetic,1,False,[* m:sub:en]
5986,train,TD,0,False,
931,train,synthetic,2,False,[* s:r:gc:pro]|[* s:r:gc:det]
415,train,synthetic,1,False,[* m:irr:ed]
9785,train,synthetic,1,False,[* m:vun:a]
10221,train,synthetic,1,False,[* m:0ing]
7767,train,synthetic,1,False,[* m:+ed]
7262,train,synthetic,1,False,[* m:=s]
1756,train,TD,1,False,[* m:allo]
5260,train,TD,2,False,[* m:03s:a]|[* m:03s:a]
9538,train,synthetic,1,False,[* m:=s]
1630,train,TD,1,False,[* m:=ed]
10197,train,synthetic,1,False,[* m:0ing]
9031,train,synthetic,1,False,[* m:0s:a]
7009,train,synthetic,1,False,[* m:++ed:i]
9178,train,synthetic,1,False,[* s:r:gc:pro]
8194,train,synthetic,1,False,[* m:irr:en]
1112,train,synthetic,1,False,[* s:r:prep]
9422,train,synthetic,1,False,[* m:irr:s]
9918,train,synthetic,1,False,[* m:0ed]
1067,train,synthetic,1,False,[* m:++ed]
4590,train,DLD,0,False,
6953,train,synthetic,1,False,[* m:sub:en]
360,train,synthetic,1,False,[* m:allo]
4598,train,TD,0,False,
8793,train,synthetic,1,False,[* s:r:prep]
1620,train,DLD,1,False,[* m:03s:a]
2750,train,synthetic,0,False,
8943,train,synthetic,1,False,[* m:base:en]
5071,train,TD,0,False,
6242,train,TD,0,False,
9699,train,synthetic,1,False,[* m:vun:a]
4514,train,TD,0,False,
7069,train,synthetic,1,False,[* s:r:gc:pro]
7616,train,synthetic,1,False,[* m:sub:ed]
4788,train,synthetic,0,False,
9777,train,synthetic,1,False,[* m:vsg:a]
7464,train,synthetic,1,False,[* m:0ed]
6844,train,synthetic,1,False,[* s:r:gc:det]
584,train,synthetic,1,False,[* m:0ing]
10280,train,synthetic,1,False,[* m:+ing]
1294,train,synthetic,1,False,[* m:=ed]
1169,train,synthetic,1,False,[* m:base:er]
6779,train,TD,0,False,
7922,train,synthetic,1,False,[* m:+3s:a]
8114,train,synthetic,1,False,[* s:r:der]
8558,train,synthetic,1,False,[* m:+s:a]
7904,train,synthetic,1,False,[* m:+3s:a]
1234,train,synthetic,1,False,[* m:base:er]
7037,train,synthetic,1,False,[* m:++ed:i]
753,train,synthetic,1,False,[* m:vun:a]
617,train,synthetic,1,False,[* m:0ing]
9553,train,synthetic,1,False,[* m:base:s]
1302,train,TD,1,False,[* m:allo]
7807,train,synthetic,2,False,[* m:03s:a]|[* m:+3s]
1457,train,DLD,1,False,[* m:0ed]
8397,train,synthetic,1,False,[* m:++s:i]
9593,train,synthetic,1,False,[* m:base:s]
7882,train,synthetic,1,False,[* m:+3s:a]
6821,train,synthetic,1,False,[* m:base:en]
7771,train,synthetic,1,False,[* m:+ed]
7289,train,synthetic,1,False,[* m:base:s]
9270,train,synthetic,1,False,[* m:++en:i]
9594,train,synthetic,1,False,[* m:base:s]
486,train,synthetic,0,False,
2937,train,TD,0,False,
831,train,synthetic,1,False,[* m:++s]
226,train,synthetic,1,False,[* m:base:ed]
4995,train,TD,0,False,
5677,train,TD,0,False,
8724,train,synthetic,1,False,[* m:++ed]
9332,train,synthetic,1,False,[* m:0's]
