run_name,experiment,system_key,seed,split,row_id,input,provenance_label,trace_method,trace_ambiguous,source_file_count,error_count,gold_has_error,pred_has_error,exact_text_match,exact_tag_match,primary_tag_correct,gold_primary_tag,pred_primary_tag,gold_tag_count,pred_tag_count,syntax_valid,invalid_label_count,reconstruction_presence_match,reconstruction_signature_match
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1021,He is more luckier than the others .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++er],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1022,I am fasterer than you .,synthetic,curated_synthetic_exact,0,1,1,1,1,0,0,0,[* m:++er],[* m:base:er],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1023,My dog is biggerer than yours .,synthetic,synthetic_no_real_match,0,0,1,1,1,0,0,0,[* m:++er],[* m:base:er],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1024,This ice cream is gooderer .,synthetic,curated_synthetic_exact,0,1,1,1,1,0,0,0,[* m:++er],[* m:base:er],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1025,He ran quickerer to the finish line .,synthetic,curated_synthetic_exact,0,1,1,1,1,0,0,0,[* m:++er],[* m:base:er],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1026,I feel badderer today .,synthetic,curated_synthetic_exact,0,1,1,1,1,0,0,0,[* m:++er],[* m:base:er],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1027,My tower is tallerer !,synthetic,curated_synthetic_exact,0,1,1,1,1,0,0,0,[* m:++er],[* m:base:er],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1028,The soup is hotterer than before .,synthetic,curated_synthetic_exact,0,1,1,1,1,0,0,0,[* m:++er],[* m:base:er],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1029,This pencil is shorterer .,synthetic,curated_synthetic_exact,0,1,1,1,1,0,0,0,[* m:++er],[* m:base:er],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1030,"Look , my drawing is nicerer .",synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++er],[* m:base:er],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1031,I can jump higherer than him .,synthetic,curated_synthetic_exact,0,1,1,1,1,0,0,0,[* m:++er],[* m:base:er],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1032,The water is colderer in the pool .,synthetic,curated_synthetic_exact,0,1,1,1,1,0,0,0,[* m:++er],[* m:base:er],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1033,My kitty is softerer .,synthetic,curated_synthetic_exact,0,1,1,1,1,0,0,0,[* m:++er],[* m:base:er],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1034,I want the largerer piece of cake .,synthetic,curated_synthetic_exact,0,1,1,1,1,0,0,0,[* m:++er],[* m:base:er],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1035,The baby is smallerer than me .,synthetic,curated_synthetic_exact,0,1,1,1,1,0,0,0,[* m:++er],[* m:base:er],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1036,This path is widerer .,synthetic,curated_synthetic_exact,0,1,1,1,1,0,0,0,[* m:++er],[* m:base:er],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1037,The situation got worser every day .,synthetic,curated_synthetic_exact,0,1,1,1,1,0,0,0,[* m:++er],[* m:base:er],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1038,Things couldn't get no more worse than this .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++er],[* s:r:gc:det],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1039,He thought he was more smarter than the rest .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++er],[* m:base:er],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1040,The road became more narrower as we drove .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++er],[* m:base:er],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1041,I reckon this one is betterer than the last .,synthetic,curated_synthetic_exact,0,1,1,1,1,0,0,0,[* m:++er],[* m:base:er],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1042,The rain fell more harder against the roof .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++er],[* m:base:er],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1043,Every year the winter gets colderer .,synthetic,curated_synthetic_exact,0,1,1,1,1,0,0,0,[* m:++er],[* m:base:er],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1044,He was much more stronger in his youth .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++er],[* m:base:er],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1045,He felt more angrier after the meeting .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++er],[* m:base:er],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1046,The light grew more dimmer in the hallway .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++er],[* m:base:er],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1047,She was even more kinder than her sister .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++er],[* m:base:er],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1048,The old man was even more wiser than the books said .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++er],[* m:base:er],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1049,We need to find a more safer place .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++er],[* s:r:der],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1050,The wind blew more louder through the trees .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++er],[* m:base:er],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1051,Life was more simpler back then .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++er],[* s:r:der],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1052,The path got more steeper near the top .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++er],[* s:r:der],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1053,I've never seen a more uglier dog .,synthetic,synthetic_no_real_match,0,0,1,1,1,0,0,0,[* m:++er],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1054,The news made him feel more sadder .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++er],[* m:base:er],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1055,The water got more deeper as we swam out .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++er],[* m:base:er],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1056,This sword is more sharper than that one .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++er],[* m:base:er],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1455,and get [/] get more looser and more looser .,synthetic,synthetic_no_real_match,0,0,2,1,1,0,0,0,[* m:++er],[* s:r:der],2,2,1,0,0,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,1456,and (s)till (s)till more looser .,synthetic,synthetic_no_real_match,0,0,1,1,1,0,0,0,[* m:++er],[* s:r:der],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7338,That is the bestest day ever !,synthetic,curated_synthetic_exact,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7339,My car is the fastestest .,synthetic,curated_synthetic_exact,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7340,I have the biggestest piece of cake .,synthetic,curated_synthetic_exact,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7341,This is the sweetestest candy in the world !,synthetic,curated_synthetic_exact,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7342,She is the prettiestest princess .,synthetic,curated_synthetic_exact,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7343,That was the loudestest noise I ever heard !,synthetic,curated_synthetic_exact,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7344,You are my bestest friend .,synthetic,synthetic_no_real_match,0,0,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7345,This is the smallestest toy in my box .,synthetic,curated_synthetic_exact,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7346,He is the tallestest boy in the whole class .,synthetic,synthetic_no_real_match,0,0,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7347,That is the most funniest joke !,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7348,Look at the most cutest puppy .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7349,This is the most baddest dream .,synthetic,curated_synthetic_exact,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,0,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7350,My mom is the kindestest .,synthetic,curated_synthetic_exact,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7351,The most happiest person in the room is me .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7352,I found the most cleanest rock in the garden .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7353,This is the most cheapest hotel in the city .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7354,She is the most smartest student here .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7355,It was the most highest mountain in the country .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7356,This is the most easiest exam I ever had .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7357,He is the most strongest man in the world .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7358,That was the most weirdest thing to happen .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7359,I want to buy the most largest size .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7360,Yesterday was the most coldest day of the month .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7361,This is the most newest version of the software .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7362,She is the most kindest person I know .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7363,It is the most quietest place to study .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7364,They have the most busiest schedule this week .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7365,This is the most clearest water in the lake .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7366,He gave the most briefest explanation possible .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7367,This is the most simplest way to learn guitar .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7368,It was the worstest storm of the year .,synthetic,curated_synthetic_exact,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7369,He was the most meanest dog in the neighborhood .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7370,That was the most strangest story I ever heard .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7371,It was the most lonesomest night in the woods .,synthetic,curated_synthetic_exact,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7372,He had the most worstest luck of anyone I knew .,synthetic,curated_synthetic_exact,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7373,She wore the most brightest dress to the party .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7374,It was the most roughest terrain we ever crossed .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7375,He told the most tallest tale about a giant .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7376,They lived in the most oldest house in town .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7377,It was the most toughest job I ever did .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7378,He was the most wisest man in the village .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7379,That was the most poorest family in the county .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7380,It was the most furthest I ever traveled from home .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7381,She was the most luckiest girl alive that day .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7382,The most richest folks live on the hill .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7383,That was the most bitterest winter on record .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7384,He was the most bestest player on the team .,synthetic,curated_synthetic_exact,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7385,It was the bestest meal I ever tasted .,synthetic,curated_synthetic_exact,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7386,We took the most shortest path through the swamp .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7387,That was the most saddest song on the radio .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:++est],[* m:base:est],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7488,My car is fast than yours .,synthetic,curated_synthetic_input,0,1,1,1,0,0,0,0,[* m:0er],,1,0,1,0,0,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7489,He is the smart student in the school .,synthetic,curated_synthetic_input,0,1,1,1,1,0,0,0,[* m:0est],[* s:r:prep],1,1,1,0,1,1
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7490,This is good than that .,synthetic,synthetic_no_real_match,0,0,1,1,0,0,0,0,[* m:0er],,1,0,1,0,0,0
acl_rr_exp1_direct_stage3_seed3407,exp1,acl_rr_exp1_direct_stage3,3407,holdout_generalization,7491,It was the bad day of my life .,synthetic,synthetic_no_real_match,0,0,1,1,1,0,0,0,[* m:0est],[* m:base:est],1,1,1,0,1,0
